,Date,Close,Open,High,Low,Volume,Returns
358,2015-06-17,3078.12,3113.0,3118.5,3065.0,307930.0,-0.82
359,2015-06-18,3067.63,3064.5,3077.5,3043.0,299420.0,-0.34
360,2015-06-19,3107.24,3085.0,3114.0,3067.0,231390.0,1.29
361,2015-06-22,3095.22,3106.0,3106.0,3076.0,250080.0,-0.39
362,2015-06-23,3094.52,3098.5,3123.5,3083.0,275080.0,-0.02
363,2015-06-24,3104.0,3076.0,3109.0,3070.5,225120.0,0.31
364,2015-06-25,3121.93,3103.0,3138.0,3086.0,329390.0,0.58
365,2015-06-26,3127.97,3147.0,3147.0,3121.5,297030.0,0.19
366,2015-06-29,3117.72,3150.5,3154.0,3108.0,307030.0,-0.33
367,2015-06-30,3102.6,3122.5,3122.5,3086.0,14910.0,-0.49
368,2015-07-01,3173.88,3139.5,3184.0,3133.0,301670.0,2.3
369,2015-07-02,3134.92,3191.0,3192.0,3125.5,272360.0,-1.23
370,2015-07-03,3166.75,3143.0,3172.0,3141.0,175540.0,1.02
371,2015-07-06,3179.05,3183.0,3187.0,3159.5,197640.0,0.39
372,2015-07-07,3221.79,3185.5,3229.0,3182.5,379170.0,1.34
373,2015-07-08,3248.15,3219.5,3270.0,3216.5,337010.0,0.82
374,2015-07-10,3186.03,3217.0,3226.5,3181.5,257470.00000000003,-1.91
375,2015-07-13,3156.57,3189.0,3200.0,3151.5,265430.0,-0.92
376,2015-07-14,3152.18,3153.0,3162.5,3135.5,222090.0,-0.14
377,2015-07-15,3155.84,3158.0,3183.5,3147.5,258580.0,0.12
378,2015-07-16,3166.26,3164.5,3179.0,3145.5,248870.0,0.33
379,2015-07-17,3208.37,3170.5,3219.0,3169.5,287120.0,1.33
380,2015-07-20,3211.18,3212.0,3238.5,3203.5,237720.0,0.09
381,2015-07-21,3180.71,3200.0,3214.0,3176.0,252670.0,-0.95
382,2015-07-22,3235.61,3208.0,3246.0,3196.0,287140.0,1.73
383,2015-07-23,3299.32,3260.0,3308.5,3258.0,394500.0,1.97
384,2015-07-24,3362.44,3332.5,3365.0,3320.5,357070.0,1.91
385,2015-07-27,3370.7,3374.0,3389.0,3353.0,264100.0,0.25
386,2015-07-28,3386.11,3354.0,3440.0,3348.5,430500.0,0.46
387,2015-07-29,3326.33,3349.5,3374.5,3318.5,396000.0,-1.77
388,2015-07-30,3380.23,3354.0,3386.5,3342.5,319390.0,1.62
389,2015-07-31,3394.0,3390.0,3396.0,3337.0,12860.0,0.41
390,2015-08-03,3488.64,3484.5,3495.0,3465.5,254070.0,2.79
391,2015-08-04,3500.64,3468.0,3519.5,3461.5,298570.0,0.34
392,2015-08-05,3522.45,3510.0,3529.0,3483.0,284400.0,0.62
393,2015-08-06,3574.12,3528.0,3599.0,3521.0,372260.0,1.47
394,2015-08-07,3538.23,3530.0,3595.0,3518.0,321080.0,-1.0
395,2015-08-10,3481.92,3552.5,3555.0,3460.0,276010.0,-1.59
396,2015-08-11,3528.89,3480.0,3540.5,3471.0,345280.0,1.35
397,2015-08-12,3500.39,3483.5,3526.5,3469.0,293380.0,-0.81
398,2015-08-13,3530.07,3500.0,3550.0,3500.0,268010.0,0.85
399,2015-08-14,3498.3,3533.0,3535.5,3479.5,232930.0,-0.9
400,2015-08-17,3499.35,3519.5,3523.0,3478.5,220770.0,0.03
401,2015-08-18,3479.7,3507.0,3519.5,3470.5,264960.0,-0.56
402,2015-08-19,3504.33,3487.0,3528.5,3473.0,350380.0,0.71
403,2015-08-20,3467.95,3530.0,3532.5,3461.0,286190.0,-1.04
404,2015-08-21,3503.49,3473.5,3519.0,3469.5,318600.0,1.02
405,2015-08-24,3563.28,3570.0,3588.5,3537.0,350970.0,1.71
406,2015-08-25,3590.23,3529.0,3625.0,3523.0,356400.0,0.76
407,2015-08-26,3617.59,3611.0,3661.0,3593.0,358430.0,0.76
408,2015-08-27,3561.6,3580.0,3601.0,3545.0,353240.0,-1.55
409,2015-08-28,3584.18,3578.0,3602.0,3546.0,365380.0,0.63
410,2015-08-31,3646.7,3620.0,3675.5,3620.0,15180.0,1.74
411,2015-09-01,3733.27,3687.5,3740.5,3676.0,360690.0,2.37
412,2015-09-02,3798.45,3742.0,3807.5,3730.0,360710.0,1.75
413,2015-09-03,3777.87,3815.5,3850.0,3768.0,395780.0,-0.54
414,2015-09-04,3876.54,3789.5,3894.5,3781.5,294920.0,2.61
415,2015-09-08,3847.6,3836.5,3858.5,3809.0,266820.0,-0.75
416,2015-09-09,3830.58,3846.5,3846.5,3795.5,267220.0,-0.44
417,2015-09-10,3885.99,3930.0,3943.0,3859.0,354320.0,1.45
418,2015-09-11,3907.89,3878.0,3919.0,3845.5,265130.0,0.56
419,2015-09-14,3856.94,3885.0,3915.5,3829.0,291000.0,-1.3
420,2015-09-15,3889.65,3845.0,3905.0,3845.0,253960.0,0.85
421,2015-09-16,3856.31,3885.0,3888.5,3838.0,257910.00000000003,-0.86
422,2015-09-17,3858.97,3882.5,3926.0,3850.5,332840.0,0.07
423,2015-09-18,3952.34,3885.0,3977.0,3877.5,309400.0,2.42
424,2015-09-21,3977.6,3943.0,4012.5,3941.5,327310.0,0.64
425,2015-09-22,4068.17,4025.0,4079.0,4019.0,358490.0,2.28
426,2015-09-23,4145.95,4036.5,4192.0,4026.0,417680.0,1.91
427,2015-09-24,4077.0,4221.5,4257.5,3946.5,510970.0,-1.66
428,2015-09-25,3971.33,3915.0,4015.0,3890.0,344170.0,-2.59
429,2015-09-28,4056.01,4003.0,4130.0,3986.5,290950.0,2.13
430,2015-09-29,4035.55,4093.0,4157.0,4015.0,396850.0,-0.5
431,2015-09-30,3972.9,4000.0,4031.5,3972.0,19580.0,-1.55
432,2015-10-01,4030.73,3981.5,4059.5,3975.5,295400.0,1.46
433,2015-10-02,3988.41,4023.5,4082.5,3965.0,249930.0,-1.05
434,2015-10-05,3939.71,3957.0,3986.0,3923.5,213780.0,-1.22
435,2015-10-06,3886.41,3965.0,3975.0,3858.5,263460.0,-1.35
436,2015-10-07,3906.66,3870.0,3924.0,3818.5,296830.0,0.52
437,2015-10-08,3843.01,3935.5,3938.0,3807.0,274270.0,-1.63
438,2015-10-09,3778.45,3794.0,3821.0,3751.0,320180.0,-1.68
439,2015-10-13,3890.09,3850.0,3925.5,3814.5,280540.0,2.95
440,2015-10-14,3864.67,3900.0,3917.5,3831.0,264960.0,-0.65
441,2015-10-15,3831.52,3807.0,3898.5,3801.5,311610.0,-0.86
442,2015-10-16,3849.6,3872.5,3974.5,3830.5,281260.0,0.47
443,2015-10-19,3916.66,3899.0,3943.5,3880.0,222290.0,1.74
444,2015-10-20,3924.07,3900.0,3932.0,3863.5,266410.0,0.19
445,2015-10-21,3953.54,3954.5,3978.5,3932.0,243900.0,0.75
446,2015-10-22,3936.34,3940.5,3976.0,3916.5,290050.0,-0.43
447,2015-10-23,3906.87,3922.0,3939.0,3876.0,280430.0,-0.75
448,2015-10-26,3911.39,3874.5,3931.5,3833.0,241990.0,0.12
449,2015-10-27,3912.13,3932.0,3937.0,3891.5,247240.0,0.02
450,2015-10-28,3874.58,3883.0,3940.0,3859.0,283040.0,-0.96
451,2015-10-29,3863.33,3916.5,3957.0,3848.5,319960.0,-0.29
452,2015-10-30,3858.9,3827.0,3881.0,3827.0,7420.0,-0.11
453,2015-11-03,3782.71,3879.0,3890.0,3775.0,140030.0,-1.97
454,2015-11-04,3827.48,3803.5,3847.0,3777.5,112410.0,1.18
455,2015-11-05,3800.76,3834.0,3844.5,3794.5,133010.0,-0.7
456,2015-11-06,3807.18,3818.0,3869.0,3779.5,106780.0,0.17
457,2015-11-09,3813.17,3803.0,3830.0,3795.0,73540.0,0.16
458,2015-11-10,3813.96,3825.0,3847.0,3757.5,93230.0,0.02
459,2015-11-11,3799.89,3772.5,3810.0,3729.0,112520.0,-0.37
460,2015-11-12,3800.59,3772.0,3848.0,3763.0,117450.0,0.02
461,2015-11-13,3850.07,3805.0,3870.0,3793.0,81090.0,1.3
462,2015-11-16,3844.02,3863.0,3879.5,3831.5,69010.0,-0.16
463,2015-11-17,3827.3,3830.5,3841.5,3803.5,74480.0,-0.43
464,2015-11-18,3800.43,3823.0,3827.0,3778.0,84090.0,-0.7
465,2015-11-19,3746.94,3759.0,3773.5,3726.5,95330.0,-1.41
466,2015-11-23,3735.53,3729.0,3749.0,3714.0,128810.0,-0.3
467,2015-11-24,3705.47,3737.0,3750.0,3698.0,183180.0,-0.8
468,2015-11-25,3752.97,3752.0,3810.0,3735.0,309190.0,1.28
469,2015-11-26,3755.35,3755.5,3772.5,3737.0,330690.0,0.06
470,2015-11-27,3792.53,3760.0,3850.0,3718.5,503630.0,0.99
471,2015-11-30,3850.6,3899.0,3929.0,3836.0,62090.0,1.53
472,2015-12-01,3896.08,3889.5,3939.0,3861.0,292810.0,1.18
473,2015-12-02,3879.53,3900.0,3910.0,3857.0,259070.0,-0.42
474,2015-12-03,3774.77,3830.0,3870.0,3766.0,332920.0,-2.7
475,2015-12-04,3782.41,3800.0,3819.5,3755.0,247930.0,0.2
476,2015-12-07,3792.29,3805.5,3807.5,3758.5,222790.0,0.26
477,2015-12-08,3840.82,3799.0,3847.0,3773.0,257640.0,1.28
478,2015-12-09,3750.83,3795.0,3811.5,3740.0,312560.0,-2.34
479,2015-12-10,3820.11,3771.0,3837.0,3769.0,261650.0,1.85
480,2015-12-11,3904.06,3860.0,3909.5,3848.0,267020.0,2.2
481,2015-12-14,3905.45,3888.0,3944.5,3878.0,266400.0,0.04
482,2015-12-15,3913.94,3888.5,3929.0,3868.5,233190.0,0.22
483,2015-12-16,3943.87,3935.0,3983.0,3894.5,335110.0,0.76
484,2015-12-17,3914.32,3913.0,3932.5,3874.5,294170.0,-0.75
485,2015-12-18,3951.66,3934.5,3998.5,3892.5,329630.0,0.95
486,2015-12-21,4030.38,3999.0,4053.0,3975.0,302020.0,1.99
487,2015-12-22,4009.55,4008.0,4027.0,3982.0,232120.0,-0.52
488,2015-12-23,3969.89,3997.0,4004.0,3948.0,219050.0,-0.99
489,2015-12-28,3864.12,3966.0,3969.0,3862.0,240470.0,-2.66
490,2015-12-29,3889.04,3865.0,3895.0,3842.5,227040.0,0.64
491,2015-12-30,3904.8,3856.0,3906.0,3846.5,21510.0,0.41
492,2016-01-04,4087.1,4038.0,4104.0,4029.0,222140.0,4.67
493,2016-01-05,4047.52,4087.5,4091.0,4022.5,224840.0,-0.97
494,2016-01-06,4046.29,4085.0,4089.5,4036.0,235280.0,-0.03
495,2016-01-07,4076.06,4090.0,4103.5,4054.5,218730.0,0.74
496,2016-01-08,4060.99,4050.0,4083.0,4033.0,223190.0,-0.37
497,2016-01-11,4071.03,4048.0,4091.5,4027.0,186870.0,0.25
498,2016-01-12,4063.86,4064.5,4083.5,4041.5,208620.0,-0.18
499,2016-01-13,4012.17,4025.0,4045.0,3990.5,267390.0,-1.27
500,2016-01-14,4018.93,4041.5,4059.5,4007.5,216070.0,0.17
501,2016-01-15,4066.63,4055.0,4081.5,4040.0,235990.0,1.19
502,2016-01-18,4046.66,4050.0,4070.0,4031.5,98650.0,-0.49
503,2016-01-19,4058.08,4020.0,4079.0,4014.0,214100.0,0.28
504,2016-01-20,4135.77,4100.0,4142.5,4082.0,271070.0,1.91
505,2016-01-21,4156.98,4159.5,4184.0,4135.5,327000.0,0.51
506,2016-01-22,4121.22,4145.0,4145.0,4102.0,237920.0,-0.86
507,2016-01-26,4066.1,4119.0,4128.5,4053.5,264240.0,-1.34
508,2016-01-27,4069.92,4057.5,4115.0,4033.5,295450.0,0.09
509,2016-01-28,4078.8,4084.0,4124.5,4035.5,374000.0,0.22
510,2016-01-29,4042.8,4055.0,4096.5,4040.5,9940.0,-0.88
511,2016-02-01,4012.74,4058.0,4060.0,3980.0,296720.0,-0.74
512,2016-02-02,4021.88,4016.0,4050.0,4001.5,271350.0,0.23
513,2016-02-03,3949.0,4020.0,4023.0,3921.0,296320.0,-1.81
514,2016-02-04,3909.65,3901.0,3932.0,3871.0,317090.0,-1.0
515,2016-02-05,3928.4,3915.0,3954.0,3885.0,262720.0,0.48
516,2016-02-10,3948.95,3900.0,3971.5,3900.0,184100.0,0.52
517,2016-02-11,3997.06,3961.0,4034.5,3957.0,285770.0,1.22
518,2016-02-12,4003.18,4008.5,4024.5,3984.0,230660.0,0.15
519,2016-02-15,4011.91,3996.0,4021.5,3994.5,97750.0,0.22
520,2016-02-16,4071.16,4010.0,4094.5,4005.5,244930.0,1.48
521,2016-02-17,3994.21,4075.5,4081.0,3981.5,294850.0,-1.89
522,2016-02-18,4052.97,3986.5,4067.5,3985.0,272100.0,1.47
523,2016-02-19,4053.97,4055.0,4078.5,4025.5,192650.0,0.02
524,2016-02-22,3960.24,4003.5,4012.5,3941.0,242630.0,-2.31
525,2016-02-23,3968.66,3955.0,3988.0,3946.0,232380.0,0.21
526,2016-02-24,3974.41,3985.0,4014.0,3952.0,291090.0,0.14
527,2016-02-25,3944.28,3942.0,3969.0,3925.5,310550.0,-0.76
528,2016-02-26,3992.69,3957.5,4019.0,3931.5,356060.0,1.23
529,2016-02-29,3979.6,3993.0,4000.0,3968.0,8360.0,-0.33
530,2016-03-01,3969.86,4031.5,4050.0,3957.0,335300.0,-0.24
531,2016-03-02,3925.43,3964.0,3972.0,3915.0,263350.0,-1.12
532,2016-03-03,3824.82,3910.0,3913.0,3806.5,362300.0,-2.56
533,2016-03-04,3776.59,3710.0,3804.0,3681.5,484430.0,-1.26
534,2016-03-07,3812.78,3786.5,3819.5,3759.0,246780.0,0.96
535,2016-03-08,3776.79,3815.0,3823.5,3753.0,296170.0,-0.94
536,2016-03-09,3719.14,3767.0,3770.0,3700.5,288500.0,-1.53
537,2016-03-10,3665.73,3690.0,3727.5,3626.0,366350.0,-1.44
538,2016-03-11,3628.52,3625.0,3685.0,3589.0,308040.0,-1.02
539,2016-03-14,3634.02,3614.0,3680.5,3598.0,271230.0,0.15
540,2016-03-15,3780.34,3735.0,3796.5,3690.5,362790.0,4.03
541,2016-03-16,3771.85,3802.0,3867.0,3745.5,393500.0,-0.22
542,2016-03-17,3648.2,3663.0,3700.0,3615.0,356540.0,-3.28
543,2016-03-18,3603.23,3665.0,3684.5,3581.5,309100.0,-1.23
544,2016-03-21,3611.13,3635.0,3657.0,3607.5,195520.0,0.22
545,2016-03-22,3590.92,3654.0,3659.0,3582.0,235990.0,-0.56
546,2016-03-23,3678.81,3619.0,3693.0,3612.5,284480.0,2.45
547,2016-03-24,3697.03,3711.5,3727.0,3682.0,235900.0,0.5
548,2016-03-28,3633.3,3670.5,3678.0,3625.0,236830.0,-1.72
549,2016-03-29,3643.42,3648.0,3679.0,3634.5,367610.0,0.28
550,2016-03-30,3622.61,3643.0,3650.0,3599.0,299920.0,-0.57
551,2016-03-31,3558.9,3625.0,3636.0,3555.5,11110.0,-1.76
552,2016-04-01,3590.08,3625.0,3648.0,3561.5,308540.0,0.88
553,2016-04-04,3629.21,3599.0,3655.5,3572.0,227380.0,1.09
554,2016-04-05,3694.41,3673.5,3713.5,3653.0,301420.0,1.8
555,2016-04-06,3676.71,3727.0,3735.0,3661.0,274790.0,-0.48
556,2016-04-07,3720.32,3690.0,3745.0,3673.0,305740.0,1.19
557,2016-04-08,3636.38,3679.5,3694.5,3610.0,275510.0,-2.26
558,2016-04-11,3522.49,3605.5,3610.0,3507.0,354400.0,-3.13
559,2016-04-12,3533.69,3516.0,3582.0,3498.0,436770.0,0.32
560,2016-04-13,3505.67,3525.0,3581.5,3489.0,583920.0,-0.79
561,2016-04-14,3485.2,3535.5,3548.5,3470.5,487490.0,-0.58
562,2016-04-15,3545.14,3493.5,3574.5,3484.5,478040.0,1.72
563,2016-04-18,3587.78,3483.5,3634.0,3483.0,363650.0,1.2
564,2016-04-19,3549.71,3592.5,3597.0,3535.0,268840.0,-1.06
565,2016-04-20,3537.43,3547.0,3576.5,3534.0,257540.00000000003,-0.35
566,2016-04-22,3581.19,3564.5,3608.0,3563.0,185120.0,1.24
567,2016-04-25,3555.64,3560.5,3576.5,3546.5,192520.0,-0.71
568,2016-04-26,3529.4,3548.0,3552.5,3523.0,218770.0,-0.74
569,2016-04-27,3523.07,3525.0,3560.0,3515.0,338900.0,-0.18
570,2016-04-28,3488.33,3520.5,3524.5,3483.5,277520.0,-0.99
571,2016-04-29,3450.8,3495.5,3498.0,3436.0,14180.0,-1.08
572,2016-05-02,3517.59,3490.0,3540.0,3485.0,,1.94
573,2016-05-03,3598.33,3575.0,3611.0,3559.0,,2.3
574,2016-05-04,3565.44,3598.5,3601.5,3556.5,,-0.91
575,2016-05-05,3566.66,3550.5,3579.5,3536.5,,0.03
576,2016-05-06,3525.7,3580.0,3599.5,3520.0,,-1.15
577,2016-05-09,3543.47,3519.0,3700.0,3516.0,,0.5
578,2016-05-10,3493.04,3530.0,3532.0,3485.0,,-1.42
579,2016-05-11,3465.02,3502.0,3503.5,3461.0,,-0.8
580,2016-05-12,3490.75,3457.5,3525.0,3455.0,,0.74
581,2016-05-13,3533.08,3505.0,3551.5,3486.5,,1.21
582,2016-05-16,3513.97,3543.0,3551.0,3511.0,,-0.54
583,2016-05-17,3507.82,3505.0,3541.5,3496.0,,-0.18
584,2016-05-18,3559.94,3546.0,3582.0,3532.5,,1.49
585,2016-05-19,3588.51,3585.0,3630.0,3570.0,,0.8
586,2016-05-20,3534.45,3567.5,3569.5,3526.0,,-1.51
587,2016-05-23,3575.56,3567.0,3597.0,3552.0,,1.16
588,2016-05-24,3588.22,3570.5,3596.0,3548.0,,0.35
589,2016-05-25,3588.22,3561.5,3625.0,3555.0,,0.0
590,2016-05-27,3613.7,3598.5,3631.0,3595.5,,0.71
591,2016-05-30,3580.94,3609.0,3617.0,3570.0,,-0.91
592,2016-05-31,3595.1,3562.5,3596.0,3555.0,10080.0,0.4
593,2016-06-01,3628.22,3645.5,3668.5,3618.5,251220.0,0.92
594,2016-06-02,3619.7,3632.5,3643.5,3610.0,209450.0,-0.23
595,2016-06-03,3557.67,3627.0,3627.5,3553.0,250820.0,-1.71
596,2016-06-06,3521.48,3553.5,3557.0,3513.0,204520.0,-1.02
597,2016-06-07,3473.02,3509.0,3540.0,3466.0,278590.0,-1.38
598,2016-06-08,3395.59,3429.5,3436.0,3382.0,312220.0,-2.23
599,2016-06-09,3417.19,3395.0,3427.0,3383.5,262200.0,0.64
600,2016-06-10,3452.93,3440.5,3468.0,3432.0,232730.0,1.05
601,2016-06-13,3492.39,3436.5,3506.5,3434.0,216280.0,1.14
602,2016-06-14,3510.31,3525.0,3532.0,3473.5,274080.0,0.51
603,2016-06-15,3475.7,3484.0,3515.0,3460.0,313370.0,-0.99
604,2016-06-16,3483.91,3496.5,3524.0,3476.0,262540.0,0.24
605,2016-06-17,3439.23,3467.0,3474.0,3427.0,324100.0,-1.28
606,2016-06-20,3405.57,3400.0,3416.5,3385.0,230060.0,-0.98
607,2016-06-21,3402.79,3392.0,3425.5,3365.0,289560.0,-0.08
608,2016-06-22,3385.44,3413.0,3417.5,3376.0,282010.0,-0.51
609,2016-06-23,3358.49,3356.0,3381.5,3345.0,238600.0,-0.8
610,2016-06-24,3380.28,3445.0,3456.5,3358.5,341300.0,0.65
611,2016-06-27,3402.57,3400.0,3421.0,3378.5,286120.0,0.66
612,2016-06-28,3307.46,3360.0,3364.0,3303.5,398280.0,-2.8
613,2016-06-29,3245.14,3264.5,3279.5,3221.5,382070.0,-1.88
614,2016-06-30,3209.8,3239.5,3249.5,3207.5,8910.0,-1.09
615,2016-07-01,3247.55,3263.0,3274.0,3221.5,390620.0,1.18
616,2016-07-04,3284.6,3263.5,3297.5,3260.5,120020.0,1.14
617,2016-07-05,3324.23,3321.5,3332.0,3303.0,245760.0,1.21
618,2016-07-06,3352.11,3342.0,3368.5,3338.0,291770.0,0.84
619,2016-07-07,3379.04,3365.0,3394.5,3343.5,239860.0,0.8
620,2016-07-08,3312.07,3350.5,3365.0,3305.0,326390.0,-1.98
621,2016-07-11,3324.56,3330.0,3340.0,3313.0,199110.0,0.38
622,2016-07-12,3306.68,3309.5,3320.0,3284.5,268670.0,-0.54
623,2016-07-13,3298.87,3319.5,3326.5,3281.5,272840.0,-0.24
624,2016-07-14,3269.77,3260.5,3277.0,3233.0,238300.0,-0.88
625,2016-07-15,3277.14,3276.0,3300.0,3257.5,226210.0,0.23
626,2016-07-18,3268.61,3275.0,3288.0,3260.5,163720.0,-0.26
627,2016-07-19,3276.45,3280.5,3297.5,3261.0,232650.0,0.24
628,2016-07-20,3264.9,3263.5,3275.0,3250.0,209020.0,-0.35
629,2016-07-21,3264.9,3256.0,3298.0,3252.5,244550.0,0.0
630,2016-07-22,3284.92,3286.0,3304.0,3262.0,202710.0,0.61
631,2016-07-25,3291.21,3271.0,3302.5,3261.5,176430.0,0.19
632,2016-07-26,3278.81,3297.0,3299.0,3272.5,226970.0,-0.38
633,2016-07-27,3274.21,3281.0,3299.0,3263.5,240990.0,-0.14
634,2016-07-28,3293.59,3272.5,3300.0,3264.5,283980.0,0.59
635,2016-07-29,3239.0,3281.5,3288.5,3235.5,9990.0,-1.66
636,2016-08-01,3301.7,3279.0,3309.0,3279.0,,1.94
637,2016-08-02,3293.51,3307.0,3307.0,3270.5,,-0.25
638,2016-08-03,3278.43,3297.5,3323.5,3268.0,,-0.46
639,2016-08-04,3234.54,3265.5,3267.5,3220.5,,-1.34
640,2016-08-05,3196.88,3217.0,3226.0,3187.5,,-1.16
641,2016-08-06,3196.88,3196.88,3196.88,3196.88,,0.0
642,2016-08-08,3193.92,3189.0,3215.0,3185.0,,-0.09
643,2016-08-09,3167.99,3194.0,3198.0,3151.0,,-0.81
644,2016-08-10,3142.23,3141.0,3166.5,3135.0,,-0.81
645,2016-08-11,3155.97,3169.5,3174.5,3149.0,,0.44
646,2016-08-12,3205.68,3171.0,3213.0,3165.5,,1.57
647,2016-08-13,3205.68,3205.68,3205.68,3205.68,,0.0
648,2016-08-15,3194.46,3197.0,3207.5,3175.0,,-0.35
649,2016-08-16,3200.24,3184.0,3221.0,3171.5,,0.18
650,2016-08-17,3220.9,3226.0,3250.0,3213.0,,0.65
651,2016-08-18,3250.65,3217.0,3260.0,3213.0,,0.92
652,2016-08-19,3228.25,3258.0,3263.0,3215.0,,-0.69
653,2016-08-20,3228.25,3228.25,3228.25,3228.25,,0.0
654,2016-08-22,3218.63,3227.0,3238.0,3208.0,,-0.3
655,2016-08-23,3233.26,3200.5,3246.5,3194.5,,0.45
656,2016-08-24,3228.99,3263.0,3263.0,3225.5,,-0.13
657,2016-08-25,3234.2,3230.0,3247.5,3222.0,,0.16
658,2016-08-26,3278.53,3236.0,3282.0,3193.5,,1.37
659,2016-08-27,3278.53,3278.53,3278.53,3278.53,,0.0
660,2016-08-29,3241.97,3280.0,3293.5,3232.0,,-1.12
661,2016-08-30,3248.27,3236.0,3264.5,3221.0,,0.19
662,2016-08-31,3240.3,3228.0,3242.0,3222.5,9960.0,-0.25
663,2016-09-01,3267.97,3247.0,3290.5,3247.0,258900.0,0.85
664,2016-09-02,3269.3,3277.0,3296.5,3250.0,272630.0,0.04
665,2016-09-05,3296.83,3278.5,3311.0,3273.0,121110.0,0.84
666,2016-09-06,3229.69,3299.0,3307.5,3217.5,321600.0,-2.04
667,2016-09-08,3219.44,3214.5,3241.5,3189.0,360790.0,-0.32
668,2016-09-09,3288.75,3250.0,3305.0,3248.0,332130.0,2.15
669,2016-09-12,3267.81,3317.0,3330.0,3260.5,349350.0,-0.64
670,2016-09-13,3335.02,3283.5,3351.0,3280.0,384140.0,2.06
671,2016-09-14,3351.45,3321.5,3367.0,3315.5,373330.0,0.49
672,2016-09-15,3317.72,3351.0,3383.5,3309.5,385630.0,-1.01
673,2016-09-16,3289.03,3327.0,3335.0,3276.5,339050.0,-0.86
674,2016-09-19,3281.66,3275.0,3291.0,3265.5,257060.0,-0.22
675,2016-09-20,3264.42,3275.0,3284.5,3255.5,240860.0,-0.53
676,2016-09-21,3227.71,3248.0,3258.0,3213.0,290200.0,-1.12
677,2016-09-22,3226.69,3202.5,3236.0,3189.0,297540.0,-0.03
678,2016-09-23,3243.01,3215.5,3257.0,3208.0,260840.0,0.51
679,2016-09-26,3250.46,3255.0,3259.0,3228.5,235230.0,0.23
680,2016-09-27,3235.55,3227.5,3249.0,3221.0,354150.0,-0.46
681,2016-09-28,3223.22,3235.5,3255.5,3213.5,341340.0,-0.38
682,2016-09-29,3245.69,3222.0,3270.0,3215.5,356620.0,0.7
683,2016-09-30,3246.2,3245.0,3259.0,3235.0,9040.0,0.02
684,2016-10-03,3237.63,3268.5,3277.0,3224.0,278920.0,-0.26
685,2016-10-04,3279.44,3237.0,3286.0,3231.5,336460.0,1.29
686,2016-10-05,3245.58,3270.0,3275.5,3241.5,261080.0,-1.03
687,2016-10-06,3246.86,3250.0,3266.0,3241.0,252980.0,0.04
688,2016-10-07,3241.85,3258.0,3260.5,3211.5,347490.0,-0.15
689,2016-10-10,3227.93,3231.5,3242.0,3217.5,172460.0,-0.43
690,2016-10-11,3225.04,3226.0,3244.0,3212.0,293680.0,-0.09
691,2016-10-13,3200.23,3224.0,3234.5,3192.0,269260.0,-0.77
692,2016-10-14,3208.17,3190.0,3221.0,3179.5,315320.0,0.25
693,2016-10-17,3207.99,3210.5,3229.0,3201.0,196880.0,-0.01
694,2016-10-18,3190.0,3203.0,3205.5,3185.0,207250.0,-0.56
695,2016-10-19,3180.67,3193.5,3207.0,3174.0,253410.0,-0.29
696,2016-10-20,3147.72,3179.0,3179.0,3143.5,335480.0,-1.04
697,2016-10-21,3172.48,3157.0,3176.5,3151.5,296120.0,0.79
698,2016-10-24,3128.17,3152.5,3158.0,3121.0,260280.0,-1.4
699,2016-10-25,3111.29,3127.0,3142.0,3107.5,346900.0,-0.54
700,2016-10-26,3149.14,3129.0,3157.5,3118.5,368700.0,1.22
701,2016-10-27,3151.94,3145.5,3177.0,3130.5,348490.0,0.09
702,2016-10-28,3200.92,3166.5,3208.0,3160.5,438080.0,1.55
703,2016-10-31,3181.1,3194.0,3198.0,3176.5,14540.0,-0.62
704,2016-11-01,3275.68,3212.5,3282.5,3206.5,369120.0,2.97
705,2016-11-03,3260.36,3270.0,3275.0,3247.0,299200.0,-0.47
706,2016-11-04,3244.34,3277.5,3289.0,3242.0,330740.0,-0.49
707,2016-11-07,3222.94,3226.5,3239.5,3211.5,249090.0,-0.66
708,2016-11-08,3194.43,3225.0,3237.0,3184.5,279740.0,-0.88
709,2016-11-09,3221.71,3265.0,3269.0,3217.5,426270.0,0.85
710,2016-11-10,3379.03,3230.5,3415.0,3228.0,622970.0,4.88
711,2016-11-11,3403.92,3420.0,3527.0,3390.5,534170.0,0.74
712,2016-11-14,3461.77,3460.0,3491.5,3440.5,266820.0,1.7
713,2016-11-16,3436.67,3410.5,3461.0,3410.5,327870.0,-0.72
714,2016-11-17,3437.72,3420.0,3444.5,3401.5,325150.0,0.03
715,2016-11-18,3400.21,3452.0,3455.5,3385.0,318110.0,-1.09
716,2016-11-21,3359.81,3391.0,3393.5,3351.5,244070.0,-1.19
717,2016-11-22,3367.25,3349.0,3373.0,3338.0,249460.0,0.22
718,2016-11-23,3400.21,3367.0,3426.5,3360.0,323540.0,0.98
719,2016-11-24,3402.69,3390.5,3417.0,3389.0,138190.0,0.07
720,2016-11-25,3424.27,3430.0,3473.0,3409.5,266700.0,0.63
721,2016-11-28,3394.02,3396.0,3417.0,3385.0,254980.0,-0.88
722,2016-11-29,3397.55,3394.0,3415.0,3382.0,265540.0,0.1
723,2016-11-30,3396.7,3401.5,3406.5,3381.0,7770.0,-0.03
724,2016-12-01,3504.68,3424.5,3509.0,3412.5,417400.0,3.18
